EnsemblID;Name;Sequence;Comments;Phenotype;Chromosome;GeneSymbol;IsInheritanceKnown
ENSG00000110717;NADH dehydrogenase (ubiquinone) Fe-S protein 8, 23kD (NADH-coenzyme Q reductase);NotRelevant;previously assigned to 3q28;Mitochondrial complex I deficiency, nuclear type 2, 618222 (3), Autosomal recessiveMitochondrial complex I deficiency, nuclear type 2, 618222 (3);chr11;NDUFS8, MC1DN2;True
ENSG00000110719;T-cell immune regulator 1;NotRelevant;;Osteopetrosis, autosomal recessive 1, 259700 (3), Autosomal recessiveOsteopetrosis, autosomal recessive 1, 259700 (3);chr11;TCIRG1, TIRC7, OC116, OPTB1;True
ENSG00000110066;Lysine methyltransferase 5B;NotRelevant;;Mental retardation, autosomal dominant 51, 617788 (3), Autosomal dominantMental retardation, autosomal dominant 51, 617788 (3);chr11;KMT5B, SUV420H1, CGI85, MRD51;True
ENSG00000162337;Low density lipoprotein receptor-related protein-5;NotRelevant;;[Bone mineral density variability 1], 601884 (3), Autosomal dominant{Osteoporosis}, 166710 (3);chr11;LRP5, BMND1, LRP7, LR3, OPPG, VBCH2, OPTA1, EVR4, PCLD4;True
ENSG00000069482;Galanin;NotRelevant;mutation identified in 1 ETL8 family;?Epilepsy, familial temporal lobe, 8, 616461 (3), Autosomal dominant?Epilepsy, familial temporal lobe, 8, 616461 (3);chr11;GAL, GALN, GLNN, ETL8;True
ENSG00000110090;Carnitine palmitoyltransferase I, liver;NotRelevant;;CPT deficiency, hepatic, type IA, 255120 (3), Autosomal recessiveCPT deficiency, hepatic, type IA, 255120 (3);chr11;CPT1A;True
ENSG00000132740;Immunoglobulin mu binding protein 2;NotRelevant;;Charcot-Marie-Tooth disease, axonal, type 2S, 616155 (3), Autosomal recessiveNeuronopathy, distal hereditary motor, type VI, 604320 (3);chr11;IGHMBP2, SMUBP2, CATF1, SMARD1, HMN6, CMT2S;True
ENSG00000162341;Two-pore segment channel 2;NotRelevant;;[Skin/hair/eye pigmentation 10, blond/brown hair], 612267 (3)[Skin/hair/eye pigmentation 10, blond/brown hair], 612267 (3);chr11;TPCN2, TPC2, SHEP10;False
ENSG00000110092;Cyclin D1;NotRelevant;pseudogene on 11q13;{Colorectal cancer, susceptibility to}, 114500 (3), Autosomal dominant{von Hippel-Lindau syndrome, modifier of}, 193300 (3);chr11;CCND1, PRAD1, BCL1;True
ENSG00000075388;Fibroblast growth factor-4 (heparin secretory transforming protein-1;NotRelevant;ENSG00000075388;coamplified with FGF3 in melanoma;chr11;FGF4, HSTF1;False
ENSG00000186895;Fibroblast growth factor-3 (oncogene INT2);NotRelevant;35kb 5' to HST1;Deafness, congenital with inner ear agenesis, microtia, and microdontia, 610706 (3), Autosomal recessiveDeafness, congenital with inner ear agenesis, microtia, and microdontia, 610706 (3);chr11;FGF3, INT2;True
ENSG00000168040;FAS-associating protein with death domain;NotRelevant;;Infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovascular malformations, 613759 (3), Autosomal recessiveInfections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovascular malformations, 613759 (3);chr11;FADD;True
ENSG00000162105;SH3 and multiple ankyrin repeat domains 2;NotRelevant;;{Autism susceptibility 17}, 613436 (3){Autism susceptibility 17}, 613436 (3);chr11;SHANK2, CORTBP1, AUTS17;False
ENSG00000172893;Delta-7-dehydrocholesterol reductase;NotRelevant;;Smith-Lemli-Opitz syndrome, 270400 (3), Autosomal recessiveSmith-Lemli-Opitz syndrome, 270400 (3);chr11;DHCR7, SLOS;True
ENSG00000137497;Nuclear mitotic apparatus protein-1;NotRelevant;fused with RARA in APL;Leukemia, acute promyelocytic, somatic, 612376 (3)Leukemia, acute promyelocytic, somatic, 612376 (3);chr11;NUMA1;False
ENSG00000184154;Leucine-rich transmembrane O-methyltransferase;NotRelevant;;Deafness, autosomal recessive 63, 611451 (3), Autosomal recessiveDeafness, autosomal recessive 63, 611451 (3);chr11;LRTOMT, LRTOMT1, LRTOMT2, DFNB63;True
ENSG00000110195;Folate receptor-1, adult;NotRelevant;telomeric of FGF3;Neurodegeneration due to cerebral folate transport deficiency, 613068 (3), Autosomal recessiveNeurodegeneration due to cerebral folate transport deficiency, 613068 (3);chr11;FOLR1;True
ENSG00000165458;Inositol polyphosphate phosphatase-like 1;NotRelevant;;Opsismodysplasia, 258480 (3), Autosomal recessiveOpsismodysplasia, 258480 (3);chr11;INPPL1, OPSMD;True
ENSG00000165462;Paired-like (astraless) homeobox 2a;NotRelevant;;Fibrosis of extraocular muscles, congenital, 2, 602078 (3), Autosomal recessiveFibrosis of extraocular muscles, congenital, 2, 602078 (3);chr11;PHOX2A, ARIX, CFEOM2;True
ENSG00000162129;Caseinolytic peptidase B;NotRelevant;;3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia, 616271 (3), Autosomal recessive3-methylglutaconic aciduria, type VII, with cataracts, neurologic involvement and neutropenia, 616271 (3);chr11;CLPB, SKD3, MEGCANN, MGCA7;True
ENSG00000187726;DNAJ/HSP40 homolog, subfamily B, member 13;NotRelevant;;Ciliary dyskinesia, primary, 34, 617091 (3), Autosomal recessiveCiliary dyskinesia, primary, 34, 617091 (3);chr11;DNAJB13, TSARG6, CILD34;True
ENSG00000175567;Uncoupling protein-2;NotRelevant;;{Obesity, susceptibility to, BMIQ4}, 607447 (3){Obesity, susceptibility to, BMIQ4}, 607447 (3);chr11;UCP2, BMIQ4;False
ENSG00000175564;Uncoupling protein-3;NotRelevant;;{Obesity, severe, and type II diabetes}, 601665 (3), Autosomal recessive, Autosomal dominant, Multifactorial{Obesity, severe, and type II diabetes}, 601665 (3);chr11;UCP3;True
ENSG00000168014;C2 calcium-dependent domain-containing protein 3;NotRelevant;mutation identified in 1 OFD14 patient and 1 OFD14 fetus;?Orofaciodigital syndrome XIV, 615948 (3), Autosomal recessive?Orofaciodigital syndrome XIV, 615948 (3);chr11;C2CD3, OFD14;True
ENSG00000175538;Potassium voltage-gated channel, ISK-related subfamily, member 3;NotRelevant;mutation identified in 1 BRGDA6 family;?Brugada syndrome 6, 613119 (3)?Brugada syndrome 6, 613119 (3);chr11;KCNE3, HOKPP, HYPP;False
ENSG00000175536;Lipoyl(octanoyl) transferase 2;NotRelevant;;Encephalopathy, neonatal severe, with lactic acidosis and brain abnormalities, 617668 (3), Autosomal recessiveEncephalopathy, neonatal severe, with lactic acidosis and brain abnormalities, 617668 (3);chr11;LIPT2;True
ENSG00000149257;Serpin peptidase inhibitor, clade H, member 1;NotRelevant;;Osteogenesis imperfecta, type X, 613848 (3), Autosomal recessive{Preterm premature rupture of the membranes, susceptibility to}, 610504 (3);chr11;SERPINH1, SERPINH2, PPROM, CBP2, CBP1, OI10;True
ENSG00000078124;Alkaline ceramidase 3;NotRelevant;mutation identified in 1 PLDECO family;?Leukodystrophy, progressive, early childhood-onset, 617762 (3), Autosomal recessive?Leukodystrophy, progressive, early childhood-onset, 617762 (3);chr11;ACER3, APHC, PHCA, PLDECO;True
ENSG00000149260;Calpain 5;NotRelevant;;Vitreoretinopathy, neovascular inflammatory, 193235 (3), Autosomal dominantVitreoretinopathy, neovascular inflammatory, 193235 (3);chr11;CAPN5, HTRA3, VRNI;True
ENSG00000137474;Myosin VIIA;NotRelevant;;Deafness, autosomal dominant 11, 601317 (3), Autosomal dominantUsher syndrome, type 1B, 276900 (3);chr11;MYO7A, USH1B, DFNB2, DFNA11;True
ENSG00000149269;p21/CDC42/RAC1-activated kinase 1;NotRelevant;;Intellectual developmental disorder with macrocephaly, seizures, and speech delay, 618158 (3), Autosomal dominantIntellectual developmental disorder with macrocephaly, seizures, and speech delay, 618158 (3);chr11;PAK1, IDDMSSD;True
ENSG00000159063;Alg8, S. cerevisiae, homolog of;NotRelevant;;Congenital disorder of glycosylation, type Ih, 608104 (3), Autosomal recessivePolycystic liver disease 3 with or without kidney cysts, 617874 (3);chr11;ALG8, CDG1H, PCLD3;True
ENSG00000137513;Asparaginyl-tRNA synthetase 2;NotRelevant;;Combined oxidative phosphorylation deficiency 24, 616239 (3), Autosomal recessiveCombined oxidative phosphorylation deficiency 24, 616239 (3);chr11;NARS2, COXPD24;True
ENSG00000149256;Teneurin transmembrane protein 4;NotRelevant;;Essential tremor, hereditary, 5, 616736 (3), Autosomal dominantEssential tremor, hereditary, 5, 616736 (3);chr11;TENM4, ODZ4, TNM4, DOC4, KIAA1302, ETM5;True
ENSG00000171204;Transmembrane protein 126B;NotRelevant;;Mitochondrial complex I deficiency, nuclear type 29, 618250 (3), Autosomal recessiveMitochondrial complex I deficiency, nuclear type 29, 618250 (3);chr11;TMEM126B, MC1DN29;True
ENSG00000171202;Transmembrane protein 126A;NotRelevant;;Optic atrophy 7, 612989 (3), Autosomal recessiveOptic atrophy 7, 612989 (3);chr11;TMEM126A, OPA7;True
ENSG00000073921;Phosphatidylinositol-binding clathrin assembly protein;NotRelevant;fuses with AF10 in t(10;11)Leukemia, acute myeloid, somatic, 601626 (3);chr11;PICALM, CALM, CLTH, LAP;False
ENSG00000074266;Embryonic ectoderm development protein, mouse, homolog of;NotRelevant;;Cohen-Gibson syndrome, 617561 (3), Autosomal dominantCohen-Gibson syndrome, 617561 (3);chr11;EED, WAIT1, COGIS;True
ENSG00000149196;Hikeshi;NotRelevant;;Leukodystrophy, hypomyelinating, 13, 616881 (3), Autosomal recessiveLeukodystrophy, hypomyelinating, 13, 616881 (3);chr11;HIKESHI, C11orf73, HLD13;True
ENSG00000174804;Frizzled, Drosophila, homolog of, 4;NotRelevant;;Exudative vitreoretinopathy 1, 133780 (3), Autosomal dominantRetinopathy of prematurity, 133780 (3);chr11;FZD4, EVR1;True
ENSG00000109861;Cathepsin C;NotRelevant;;Haim-Munk syndrome, 245010 (3), Autosomal recessivePeriodontitis 1, juvenile, 170650 (3);chr11;CTSC, CPPI, PALS, PLS, HMS, PDON1, JPD;True
ENSG00000077498;Tyrosinase;NotRelevant;;Albinism, oculocutaneous, type IA, 203100 (3), Autosomal recessive{Melanoma, cutaneous malignant, susceptibility to, 8}, 601800 (3);chr11;TYR, SHEP3, CMM8, OCA1A, ATN;True
ENSG00000134640;Melatonin receptor 1B;NotRelevant;;{Diabetes mellitus, type 2, susceptibility to}, 125853 (3), Autosomal dominant{Diabetes mellitus, type 2, susceptibility to}, 125853 (3);chr11;MTNR1B;True
ENSG00000042429;Mediator complex subunit 17;NotRelevant;;Microcephaly, postnatal progressive, with seizures and brain atrophy, 613668 (3), Autosomal recessiveMicrocephaly, postnatal progressive, with seizures and brain atrophy, 613668 (3);chr11;MED17, CRSP6, CRSP77, TRAP80, DRIP80;True
ENSG00000020922;Meiotic recombination 11, S. cerevisiae, homolog A of;NotRelevant;;Ataxia-telangiectasia-like disorder 1, 604391 (3), Autosomal recessiveAtaxia-telangiectasia-like disorder 1, 604391 (3);chr11;MRE11A, MRE11, ATLD;True
ENSG00000166037;Centrosomal protein 57kD;NotRelevant;;Mosaic variegated aneuploidy syndrome 2, 614114 (3), Autosomal recessiveMosaic variegated aneuploidy syndrome 2, 614114 (3);chr11;CEP57, PIG8, TSP57, KIAA0092, MVA2;True
ENSG00000087053;Myotubularin-related protein 2;NotRelevant;;Charcot-Marie-Tooth disease, type 4B1, 601382 (3), Autosomal recessiveCharcot-Marie-Tooth disease, type 4B1, 601382 (3);chr11;MTMR2, CMT4B1;True
ENSG00000184384;Mastermind-like 2;NotRelevant;t(11;19)Mucoepidermoid salivary gland carcinoma (3);chr11;MAML2, MAM3;False
ENSG00000082175;Progesterone receptor;NotRelevant;11q13 = earlier regionalization;?Progesterone resistance, 264080 (2), Autosomal recessive?Progesterone resistance, 264080 (2);chr11;PGR;True
ENSG00000137672;Transient receptor potential channel-6;NotRelevant;;Glomerulosclerosis, focal segmental, 2, 603965 (3), Autosomal dominantGlomerulosclerosis, focal segmental, 2, 603965 (3);chr11;TRPC6, TRP6, FSGS2;True
ENSG00000137691;Cilia- and flagella-associated protein 300;NotRelevant;;Ciliary dyskinesia, primary, 38, 618063 (3), Autosomal recessiveCiliary dyskinesia, primary, 38, 618063 (3);chr11;CFAP300, C11orf70, CILD38;True
ENSG00000137693;Yes-associated protein 1, 65kD;NotRelevant;;Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation, 120433 (3), Autosomal dominantColoboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation, 120433 (3);chr11;YAP1, COB1;True
ENSG00000137674;Matrix metalloproteinase-20 (enamelysin);NotRelevant;;Amelogenesis imperfecta, type IIA2, 612529 (3), Autosomal recessiveAmelogenesis imperfecta, type IIA2, 612529 (3);chr11;MMP20, AI2A2;True
ENSG00000196611;Matrix metalloproteinase 1 (interstitial collagenase);NotRelevant;;COPD, rate of decline of lung function in, 606963 (3){Epidermolysis bullosa dystrophica, autosomal recessive, modifier of}, 226600 (3);chr11;MMP1, CLG;True
ENSG00000149968;Matrix metalloproteinase 3 (stromelysin 1, progelatinase);NotRelevant;;{Coronary heart disease, susceptibility to, 6}, 614466 (3){Coronary heart disease, susceptibility to, 6}, 614466 (3);chr11;MMP3, STMY1, CHDS6;False
ENSG00000137745;Matrix metalloproteinase 13 (collagenase 3);NotRelevant;;Metaphyseal anadysplasia 1, 602111 (3), Autosomal dominantSpondyloepimetaphyseal dysplasia, Missouri type, 602111 (3);chr11;MMP13, CLG3, MANDP1, MDST;True
ENSG00000187240;Dynein, cytoplasmic-2, heavy chain-1;NotRelevant;1 patient showed heterozygous NEK2 and DYNC2H1 mutations;Short-rib thoracic dysplasia 3 with or without polydactyly, 613091 (3), Autosomal recessive, Digenic recessiveShort-rib thoracic dysplasia 3 with or without polydactyly, 613091 (3);chr11;DYNC2H1, DNCH2, DHC2, ATD3, SRPS2B, SRTD3;True
ENSG00000204403;Caspase 12, apoptosis-related cysteine protease;NotRelevant;;{Sepsis, susceptibility to} (3){Sepsis, susceptibility to} (3);chr11;CASP12, CASP12P1;False
ENSG00000152578;Glutamate receptor, ionotropic, AMPA 4;NotRelevant;;Neurodevelopmental disorder with or without seizures and gait abnormalities, 617864 (3), Autosomal dominantNeurodevelopmental disorder with or without seizures and gait abnormalities, 617864 (3);chr11;GRIA4, GLUR4, NEDSGA;True
ENSG00000075239;Acetyl-Coenzyme A acetyltransferase-1 (acetoacetyl Coenzyme A thiolase);NotRelevant;cluster: cen-STMY2-CLG-STMY1-ter;Alpha-methylacetoacetic aciduria, 203750 (3), Autosomal recessiveAlpha-methylacetoacetic aciduria, 203750 (3);chr11;ACAT1;True
ENSG00000149311;Ataxia-telangiectasia mutated (includes complementation groups A, C, D, and E);NotRelevant;;Ataxia-telangiectasia, 208900 (3), Autosomal recessive{Breast cancer, susceptibility to}, 114480 (3);chr11;ATM, ATA, AT1;True
ENSG00000110723;Exophilin 5;NotRelevant;;Epidermolysis bullosa, nonspecific, autosomal recessive, 615028 (3), Autosomal recessiveEpidermolysis bullosa, nonspecific, autosomal recessive, 615028 (3);chr11;EXPH5, SLAC2B, KIAA0624;True
ENSG00000178105;DEAD/H box-10 (RNA helicase);NotRelevant;400kb telomeric to ATM; pseudogene on 9q21-q22;chr11;DDX10;False
ENSG00000137710;Radixin;NotRelevant;;Deafness, autosomal recessive 24, 611022 (3), Autosomal recessiveDeafness, autosomal recessive 24, 611022 (3);chr11;RDX, DFNB24;True
ENSG00000137713;Protein phosphatase 2, structural/regulatory subunit A, beta;NotRelevant;;Lung cancer, 211980 (3), Autosomal recessiveLung cancer, 211980 (3);chr11;PPP2R1B;True
ENSG00000086848;Alg9, yeast, homolog of;NotRelevant;;Congenital disorder of glycosylation, type Il, 608776 (3), Autosomal recessiveGillessen-Kaesbach-Nishimura syndrome, 263210 (3);chr11;ALG9, DIBD1, CDG1L, GIKANIS;True
ENSG00000109846;Crystallin, alpha B;NotRelevant;;Cardiomyopathy, dilated, 1II, 615184 (3), Autosomal dominantMyopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related, 613869 (3);chr11;CRYAB, CRYA2, CTPP2, CMD1II, CTRCT16, MFM2;True
ENSG00000150768;Dihydrolipoamide S-acetyltransferase;NotRelevant;;Pyruvate dehydrogenase E2 deficiency, 245348 (3), Autosomal recessivePyruvate dehydrogenase E2 deficiency, 245348 (3);chr11;DLAT, PDCE2;True
ENSG00000204370;Succinate dehydrogenase complex, subunit D, integral membrane protein;NotRelevant;;Mitochondrial complex II deficiency, 252011 (3), Autosomal recessivePheochromocytoma, 171300 (3);chr11;SDHD, PGL1;True
ENSG00000150787;6-pyruvoyltetrahydropterin synthase;NotRelevant;;Hyperphenylalaninemia, BH4-deficient, A, 261640 (3), Autosomal recessiveHyperphenylalaninemia, BH4-deficient, A, 261640 (3);chr11;PTS;True
ENSG00000149295;Dopamine receptor D2;NotRelevant;11q22-q23 junction; 150kb 5' to NCAM;chr11;DRD2;False
ENSG00000109906;Zinc finger- and BTB domain-containing protein 16 (promyelocytic leukemia zinc finger);NotRelevant;fused with RARA in APL of t(11;17) typeSkeletal defects, genital hypoplasia, and mental retardation, 612447 (3);chr11;ZBTB16, ZNF145, PLZF;False
ENSG00000166741;Nicotinamide N-methyltransferase;NotRelevant;;Homocysteine plasma level, 600008 (2)Homocysteine plasma level (2);chr11;NNMT;False
ENSG00000110243;Apolipoprotein A-V;NotRelevant;proximal to APOA1, APOC3, APOA4;Hyperchylomicronemia, late-onset, 144650 (3), Autosomal dominant{Hypertriglyceridemia, susceptibility to}, 145750 (3);chr11;APOA5;True
ENSG00000110245;Apolipoprotein C-III;NotRelevant;2.6kb 3' to APOA1;Apolipoprotein C-III deficiency, 614028 (3)Apolipoprotein C-III deficiency, 614028 (3);chr11;APOC3, HALP2;False
ENSG00000118137;Apolipoprotein A-I;NotRelevant;;Amyloidosis, 3 or more types, 105200 (3), Autosomal dominantHypoalphalipoproteinemia, 604091 (3);chr11;APOA1;True
ENSG00000160584;Salt-inducible kinase 3;NotRelevant;mutation identified in 1 SEMDK family;?Spondyloepimetaphyseal dysplasia, Krakow type, 618162 (3), Autosomal recessive?Spondyloepimetaphyseal dysplasia, Krakow type, 618162 (3);chr11;SIK3, KIAA0999, SEMDK;True
ENSG00000110274;Centrosomal protein, 164kD;NotRelevant;;Nephronophthisis 15, 614845 (3), Autosomal recessiveNephronophthisis 15, 614845 (3);chr11;CEP164, KIAA1052;True
ENSG00000137731;FXYD domain-containing ion transport regulator 2 (sodium-potassium-ATPase, gamma polypeptide);NotRelevant;;Hypomagnesemia 2, renal, 154020 (3), Autosomal dominantHypomagnesemia 2, renal, 154020 (3);chr11;FXYD2, ATP1G1, HOMG2;True
ENSG00000110324;Interleukin-10 receptor, alpha;NotRelevant;;Inflammatory bowel disease 28, early onset, autosomal recessive, 613148 (3), Autosomal recessiveInflammatory bowel disease 28, early onset, autosomal recessive, 613148 (3);chr11;IL10RA, IL10R, IBD28;True
ENSG00000177098;Sodium channel, voltage-gated, type IV, beta subunit;NotRelevant;;Atrial fibrillation, familial, 17, 611819 (3), Autosomal dominantLong QT syndrome-10, 611819 (3);chr11;SCN4B, LQT10, ATFB17;True
ENSG00000149575;Sodium channel, voltage-gated, type II, beta polypeptide;NotRelevant;;Atrial fibrillation, familial, 14, 615378 (3), Autosomal dominantAtrial fibrillation, familial, 14, 615378 (3);chr11;SCN2B, ATFB14;True
ENSG00000149573;Myelin protein zero-like 2;NotRelevant;;Deafness, autosomal recessive 111, 618145 (3), Autosomal recessiveDeafness, autosomal recessive 111, 618145 (3);chr11;MPZL2, EVA1, EVA, DFNB111;True
ENSG00000198851;CD3E antigen, epsilon polypeptide (TiT3 complex);NotRelevant;;Immunodeficiency 18, 615615 (3), Autosomal recessiveImmunodeficiency 18, SCID variant, 615615 (3);chr11;CD3E, IMD18;True
ENSG00000167286;CD3D antigen, delta polypeptide (TiT3 complex);NotRelevant;3 CD3 genes in 50kb;Immunodeficiency 19, 615617 (3), Autosomal recessiveImmunodeficiency 19, 615617 (3);chr11;CD3D, T3D, IMD19;True
ENSG00000160654;CD3G antigen, gamma polypeptide (TiT3 complex);NotRelevant;;Immunodeficiency 17, CD3 gamma deficient, 615607 (3), Autosomal recessiveImmunodeficiency 17, CD3 gamma deficient, 615607 (3);chr11;CD3G, IMD17;True
ENSG00000118058;Lysine (K)-specific methyltransferase 2E;NotRelevant;fuses with ENL, AF4, AF9, GMPS;Leukemia, myeloid/lymphoid or mixed-lineage, 159555 (2), Autosomal dominantWiedemann-Steiner syndrome, 605130 (3);chr11;KMT2A, MLL, HRX, HTRX1, WDSTS;True
ENSG00000095139;Archain 1;NotRelevant;60kb telomeric to MLL;Short stature, rhizomelic, with microcephaly, micrognathia, and developmental delay, 617164 (3), Autosomal dominantShort stature, rhizomelic, with microcephaly, micrognathia, and developmental delay, 617164 (3);chr11;ARCN1, SRMMD;True
ENSG00000118094;Trehalase;NotRelevant;;Trehalase deficiency, 612119 (3), Autosomal recessiveTrehalase deficiency, 612119 (3);chr11;TREH, TREHD;True
ENSG00000137700;Solute carrier family 37 (glucose-6-phosphate transporter), member 4;NotRelevant;;Glycogen storage disease Ib, 232220 (3), Autosomal recessiveGlycogen storage disease Ic, 232240 (3);chr11;SLC37A4, G6PT1;True
ENSG00000149428;Hypoxia-upregulated 1;NotRelevant;mutation identified in 1 IMD59 patient;?Immunodeficiency 59 and hypoglycemia, 233600 (3), Autosomal recessive?Immunodeficiency 59 and hypoglycemia, 233600 (3);chr11;HYOU1, IMD59;True
ENSG00000160695;Vacuolar protein sorting 11, yeast, homolog of;NotRelevant;;Leukodystrophy, hypomyelinating, 12, 616683 (3), Autosomal recessiveLeukodystrophy, hypomyelinating, 12, 616683 (3);chr11;VPS11, HLD12;True
ENSG00000256269;Hydroxymethylbilane synthase;NotRelevant;;Porphyria, acute intermittent, 176000 (3), Autosomal dominantPorphyria, acute intermittent, nonerythroid variant, 176000 (3);chr11;HMBS, PBGD, UPS;True
ENSG00000172269;Dolichyl-phosphate N-acetylglucosamine phosphotransferase;NotRelevant;;Congenital disorder of glycosylation, type Ij, 608093 (3), Autosomal recessiveMyasthenic syndrome, congenital, 13, with tubular aggregates, 614750 (3);chr11;DPAGT1, DPAGT2, DGPT, CDG1J, CMSTA2, CMS13;True
ENSG00000110395;Cas-Br-M ecotropic retroviral transforming sequence (Oncogene CBL2);NotRelevant;mutation identified in 1 JMML family;?Juvenile myelomonocytic leukemia, 607785 (3), Autosomal dominant, Somatic mutationNoonan syndrome-like disorder with or without juvenile myelomonocytic leukemia, 613563 (3);chr11;CBL, CBL2, NSLL;True
ENSG00000223953;C1q- and tumor necrosis factor-related protein 5;NotRelevant;;Retinal degeneration, late-onset, autosomal dominant, 605670 (3), Autosomal dominantRetinal degeneration, late-onset, autosomal dominant, 605670 (3);chr11;C1QTNF5, CTRP5, LORD;True
ENSG00000235718;Membrane-type frizzled-related protein;NotRelevant;;Microphthalmia, isolated 5, 611040 (3), Autosomal recessiveNanophthalmos 2, 609549 (3);chr11;MFRP, MCOP5, NNO2;True
ENSG00000110400;Nectin 1;NotRelevant;;Cleft lip/palate-ectodermal dysplasia syndrome, 225060 (3), Autosomal recessiveOrofacial cleft 7, 225060 (3);chr11;NECTIN1, PVRL1, HVEC, PVRR1, PRR1, ED4, OFC7, CLPED1;True
ENSG00000109927;Tectorin, alpha;NotRelevant;;Deafness, autosomal dominant 8/12, 601543 (3), Autosomal dominantDeafness, autosomal recessive 21, 603629 (3);chr11;TECTA, DFNA8, DFNA12, DFNB21;True
ENSG00000109929;Sterol C5-desaturase-like;NotRelevant;;Lathosterolosis, 607330 (3), Autosomal recessiveLathosterolosis, 607330 (3);chr11;SC5DL, ERG3;True
ENSG00000166250;Coxsackievirus- and adenovirus receptor-like membrane protein;NotRelevant;;Congenital short bowel syndrome, 615237 (3), Autosomal recessiveCongenital short bowel syndrome, 615237 (3);chr11;CLMP, ASAM, ACAM, CSBS;True
ENSG00000166257;Sodium channel, voltage-gated, type III, beta subunit;NotRelevant;;Atrial fibrillation, familial, 16, 613120 (3), Autosomal dominantBrugada syndrome 7, 613120 (3);chr11;SCN3B, SCNB3, BRGDA7, ATFB16;True
ENSG00000110013;Sialic acid acetylesterase;NotRelevant;;{Autoimmune disease, susceptibility to, 6}, 613551 (3){Autoimmune disease, susceptibility to, 6}, 613551 (3);chr11;SIAE, AIS6;False
ENSG00000154134;Roundabout, Drosophila, homolog of, 3;NotRelevant;;Gaze palsy, familial horizontal, with progressive scoliosis, 1, 607313 (3), Autosomal recessiveGaze palsy, familial horizontal, with progressive scoliosis, 1, 607313 (3);chr11;ROBO3, RBIG1, RIG1, HGPPS1;True
ENSG00000165478;Hepatocyte cell adhesion molecule;NotRelevant;;Megalencephalic leukoencephalopathy with subcortical cysts 2A, 613925 (3), Autosomal recessiveMegalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation, 613926 (3);chr11;HEPACAM, MLC2A, MLC2B;True
ENSG00000134910;STT3A, subunit of the oligosaccharyltransferase complex (catalytic);NotRelevant;mutation identified in 1 family;?Congenital disorder of glycosylation, type Iw, 615596 (3), Autosomal recessive?Congenital disorder of glycosylation, type Iw, 615596 (3);chr11;STT3A, ITM1, TMC;True
ENSG00000198331;HYLS1 gene;NotRelevant;;Hydrolethalus syndrome, 236680 (3), Autosomal recessiveHydrolethalus syndrome, 236680 (3);chr11;HYLS1, FLJ32915;True
ENSG00000110060;Pseudouridylate synthase 3;NotRelevant;mutation identified in 1 MRT55 family;?Mental retardation, autosomal recessive 55, 617051 (3), Autosomal recessive?Mental retardation, autosomal recessive 55, 617051 (3);chr11;PUS3, MRT55;True
ENSG00000064309;Cell adhesion molecule-related/downregulated by oncogenes;NotRelevant;;Holoprosencephaly 11, 614226 (3), Autosomal dominant, Isolated casesHoloprosencephaly 11, 614226 (3);chr11;CDON, CDO, HPE11;True
ENSG00000110074;FAD-dependent oxidoreductase domain-containing protein 1;NotRelevant;;Mitochondrial complex I deficiency, nuclear type 19, 618241 (3)Mitochondrial complex I deficiency, nuclear type 19, 618241 (3);chr11;FOXRED1, MC1DN19;False
ENSG00000150455;TIR domain-containing adaptor protein;NotRelevant;;{Bacteremia, protection against}, 614382 (3){Tuberculosis, protection against}, 607948 (3);chr11;TIRAP, BACTS1;False
ENSG00000110063;Decapping enzyme, scavenger;NotRelevant;;Al-Raqad syndrome, 616459 (3), Autosomal recessiveAl-Raqad syndrome, 616459 (3);chr11;DCPS, HINT5, DCS1, ARS;True
ENSG00000134954;Avian erythroblastosis virus E26 (v-ets) oncogene homolog-1;NotRelevant;shown by HSR; 19cM distal to THY1;chr11;ETS1;False
ENSG00000151702;Friend leukemia virus integration 1;NotRelevant;fused with EWS in Ewing sarcoma;Bleeding disorder, platelet-type, 21, 617443 (3), Autosomal recessive, Autosomal dominantBleeding disorder, platelet-type, 21, 617443 (3);chr11;FLI1, BDPLT21;True
ENSG00000151704;Potassium inwardly-rectifying channel, subfamily J, member 1;NotRelevant;;Bartter syndrome, type 2, 241200 (3), Autosomal recessiveBartter syndrome, type 2, 241200 (3);chr11;KCNJ1, ROMK1;True
ENSG00000120457;Potassium inwardly-rectifying channel, subfamily J, member 5;NotRelevant;;Hyperaldosteronism, familial, type III, 613677 (3), Autosomal dominantLong QT syndrome 13, 613485 (3);chr11;KCNJ5, GIRK4, KATP1, LQT13;True
ENSG00000149418;Suppression of tumorigenicity 14;NotRelevant;;Ichthyosis, congenital, autosomal recessive 11, 602400 (3), Autosomal recessiveIchthyosis, congenital, autosomal recessive 11, 602400 (3);chr11;ST14, MTSP1, ARCI11;True
ENSG00000183715;Opioid-binding protein/cell adhesion molecule-like;NotRelevant;;{Ovarian cancer, somatic}, 167000 (3){Ovarian cancer, somatic}, 167000 (3);chr11;OPCML;False
